Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC02639,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Closed,Medium,3 Days,2023-12-20,2023-12-26,6
INC02640,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,Medium,3 Days,2023-12-13,2023-12-20,7
INC02641,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Pending,High,24 Hours,2023-12-11,2023-12-14,3
INC02642,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Pending,Low,1 Week,2023-12-25,2024-01-05,11
INC02643,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Pending,Medium,3 Days,2024-01-09,2024-01-14,5
INC02644,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,Medium,3 Days,2024-01-09,2024-01-15,6
INC02645,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Resolved,Critical,4 Hours,2023-12-17,2023-12-18,1
INC02646,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Escalated,High,24 Hours,2023-12-24,2023-12-26,2
INC02647,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Closed,Low,1 Week,2023-12-26,2024-01-03,8
INC02648,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Resolved,Medium,3 Days,2023-12-23,2023-12-28,5
INC02649,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Resolved,Low,1 Week,2023-12-20,2023-12-31,11
INC02650,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Closed,High,24 Hours,2023-12-21,2023-12-23,2
INC02651,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Closed,Medium,3 Days,2023-12-15,2023-12-20,5
INC02652,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Closed,Medium,3 Days,2024-01-07,2024-01-14,7
INC02653,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Resolved,High,24 Hours,2023-12-23,2023-12-27,4
INC02654,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Resolved,High,24 Hours,2024-01-08,2024-01-12,4
INC02655,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Pending,Low,1 Week,2023-12-25,2024-01-03,9
INC02656,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Medium,3 Days,2024-01-07,2024-01-14,7
INC02657,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Closed,Critical,4 Hours,2024-01-06,2024-01-07,1
INC02658,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2023-12-20,2023-12-23,3
INC02659,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Critical,4 Hours,2023-12-28,2023-12-30,2
INC02660,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,Medium,3 Days,2024-01-02,2024-01-07,5
INC02661,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Resolved,High,24 Hours,2023-12-16,2023-12-19,3
INC02662,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Escalated,High,24 Hours,2024-01-02,2024-01-05,3
INC02663,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,Medium,3 Days,2023-12-27,2024-01-02,6
INC02664,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Resolved,High,24 Hours,2023-12-13,2023-12-17,4
INC02665,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Escalated,Low,1 Week,2023-12-22,2023-12-31,9
INC02666,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Pending,High,24 Hours,2023-12-15,2023-12-19,4
INC02667,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,High,24 Hours,2023-12-21,2023-12-23,2
INC02668,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Pending,Critical,4 Hours,2023-12-14,2023-12-16,2
INC02669,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Medium,3 Days,2023-12-18,2023-12-23,5
INC02670,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Escalated,High,24 Hours,2023-12-16,2023-12-18,2
INC02671,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Escalated,Medium,3 Days,2023-12-23,2023-12-29,6
INC02672,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Resolved,Critical,4 Hours,2024-01-08,2024-01-09,1
INC02673,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Resolved,Critical,4 Hours,2024-01-06,2024-01-08,2
INC02674,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Medium,3 Days,2023-12-22,2023-12-29,7
INC02675,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Resolved,Low,1 Week,2023-12-23,2024-01-01,9
INC02676,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Escalated,Low,1 Week,2023-12-17,2023-12-26,9
INC02677,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Pending,Medium,3 Days,2024-01-08,2024-01-14,6
INC02678,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Resolved,High,24 Hours,2023-12-15,2023-12-19,4
INC02679,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Pending,Medium,3 Days,2023-12-31,2024-01-07,7
INC02680,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,Medium,3 Days,2024-01-08,2024-01-14,6
INC02681,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2023-12-17,2023-12-21,4
INC02682,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Closed,High,24 Hours,2023-12-22,2023-12-25,3
INC02683,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Pending,Medium,3 Days,2023-12-11,2023-12-16,5
INC02684,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Resolved,High,24 Hours,2023-12-29,2024-01-01,3
INC02685,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,Medium,3 Days,2023-12-29,2024-01-02,4
INC02686,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Pending,Critical,4 Hours,2023-12-13,2023-12-15,2
INC02687,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Resolved,High,24 Hours,2024-01-07,2024-01-10,3
INC02688,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Escalated,Low,1 Week,2023-12-26,2024-01-06,11
INC02689,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Closed,Low,1 Week,2023-12-29,2024-01-07,9
INC02690,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Escalated,High,24 Hours,2023-12-19,2023-12-22,3
INC02691,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Closed,Low,1 Week,2024-01-06,2024-01-13,7
INC02692,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Escalated,High,24 Hours,2023-12-21,2023-12-24,3
INC02693,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Pending,Medium,3 Days,2023-12-17,2023-12-23,6
INC02694,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Resolved,High,24 Hours,2024-01-04,2024-01-06,2
INC02695,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,High,24 Hours,2023-12-24,2023-12-26,2
INC02696,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Closed,Medium,3 Days,2023-12-19,2023-12-24,5
INC02697,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Resolved,Medium,3 Days,2023-12-25,2023-12-30,5
INC02698,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Closed,High,24 Hours,2023-12-28,2023-12-30,2
INC02699,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Escalated,Critical,4 Hours,2023-12-28,2023-12-29,1
INC02700,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Escalated,High,24 Hours,2023-12-19,2023-12-21,2
INC02701,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Pending,Low,1 Week,2023-12-27,2024-01-06,10
INC02702,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,High,24 Hours,2024-01-05,2024-01-09,4
INC02703,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Resolved,High,24 Hours,2023-12-30,2024-01-02,3
INC02704,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Resolved,Low,1 Week,2023-12-27,2024-01-05,9
INC02705,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Resolved,High,24 Hours,2024-01-02,2024-01-05,3
INC02706,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,High,24 Hours,2024-01-09,2024-01-13,4
INC02707,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Escalated,High,24 Hours,2023-12-29,2023-12-31,2
INC02708,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Escalated,Critical,4 Hours,2023-12-16,2023-12-17,1
INC02709,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Closed,Low,1 Week,2024-01-08,2024-01-22,14
INC02710,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Resolved,Low,1 Week,2023-12-19,2024-01-02,14
INC02711,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Escalated,Medium,3 Days,2023-12-18,2023-12-23,5
INC02712,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Low,1 Week,2024-01-04,2024-01-14,10
INC02713,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Escalated,Medium,3 Days,2023-12-21,2023-12-27,6
INC02714,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Resolved,High,24 Hours,2023-12-12,2023-12-16,4
INC02715,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Critical,4 Hours,2023-12-31,2024-01-02,2
INC02716,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Medium,3 Days,2023-12-11,2023-12-15,4
INC02717,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,High,24 Hours,2023-12-31,2024-01-03,3
INC02718,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Escalated,Critical,4 Hours,2024-01-09,2024-01-10,1
INC02719,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Closed,Medium,3 Days,2023-12-25,2023-12-30,5
INC02720,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Pending,Low,1 Week,2023-12-10,2023-12-21,11
INC02721,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Escalated,High,24 Hours,2023-12-16,2023-12-20,4
INC02722,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,Medium,3 Days,2023-12-31,2024-01-05,5
INC02723,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Resolved,Critical,4 Hours,2024-01-09,2024-01-10,1
INC02724,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,Medium,3 Days,2023-12-30,2024-01-05,6
INC02725,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Escalated,Medium,3 Days,2024-01-06,2024-01-10,4
INC02726,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Pending,Medium,3 Days,2023-12-20,2023-12-26,6
INC02727,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Escalated,High,24 Hours,2023-12-13,2023-12-17,4
INC02728,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Pending,Low,1 Week,2023-12-29,2024-01-05,7
INC02729,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,High,24 Hours,2024-01-01,2024-01-04,3
INC02730,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Pending,Medium,3 Days,2024-01-08,2024-01-15,7
INC02731,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Pending,High,24 Hours,2023-12-12,2023-12-16,4
INC02732,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,Medium,3 Days,2024-01-02,2024-01-08,6
INC02733,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Escalated,High,24 Hours,2023-12-25,2023-12-29,4
INC02734,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Medium,3 Days,2023-12-30,2024-01-05,6
INC02735,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Closed,Low,1 Week,2024-01-06,2024-01-13,7
INC02736,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,Medium,3 Days,2023-12-21,2023-12-27,6
INC02737,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,High,24 Hours,2024-01-08,2024-01-10,2
INC02738,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Escalated,Low,1 Week,2023-12-12,2023-12-21,9
INC02739,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Resolved,Critical,4 Hours,2023-12-21,2023-12-22,1
INC02740,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Resolved,Medium,3 Days,2024-01-07,2024-01-12,5
INC02741,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,Medium,3 Days,2024-01-07,2024-01-12,5
INC02742,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Low,1 Week,2023-12-23,2024-01-02,10
INC02743,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Escalated,High,24 Hours,2024-01-09,2024-01-13,4
INC02744,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,Medium,3 Days,2023-12-15,2023-12-21,6
INC02745,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Pending,Critical,4 Hours,2024-01-07,2024-01-08,1
INC02746,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Closed,High,24 Hours,2023-12-29,2024-01-01,3
INC02747,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Pending,Medium,3 Days,2024-01-05,2024-01-12,7
INC02748,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Pending,Medium,3 Days,2023-12-19,2023-12-26,7
INC02749,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Closed,Low,1 Week,2024-01-06,2024-01-20,14
INC02750,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Pending,Medium,3 Days,2023-12-26,2023-12-31,5
INC02751,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Escalated,Medium,3 Days,2023-12-30,2024-01-05,6
INC02752,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Closed,Medium,3 Days,2024-01-08,2024-01-15,7
INC02753,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Low,1 Week,2024-01-08,2024-01-22,14
INC02754,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Resolved,Low,1 Week,2023-12-27,2024-01-07,11
INC02755,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,High,24 Hours,2023-12-20,2023-12-23,3
INC02756,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Pending,High,24 Hours,2024-01-05,2024-01-07,2
INC02757,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Closed,Low,1 Week,2023-12-10,2023-12-19,9
INC02758,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Resolved,High,24 Hours,2023-12-30,2024-01-03,4
INC02759,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Resolved,High,24 Hours,2024-01-09,2024-01-11,2
INC02760,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Closed,Critical,4 Hours,2023-12-10,2023-12-12,2
INC02761,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Pending,High,24 Hours,2023-12-27,2023-12-29,2
INC02762,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Escalated,Low,1 Week,2023-12-25,2024-01-02,8
INC02763,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Closed,Critical,4 Hours,2023-12-16,2023-12-17,1
INC02764,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Resolved,Critical,4 Hours,2024-01-05,2024-01-06,1
INC02765,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Resolved,Low,1 Week,2023-12-15,2023-12-27,12
INC02766,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,Medium,3 Days,2023-12-31,2024-01-06,6
INC02767,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Escalated,Medium,3 Days,2023-12-31,2024-01-05,5
INC02768,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Closed,Critical,4 Hours,2024-01-01,2024-01-03,2
INC02769,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Escalated,High,24 Hours,2023-12-16,2023-12-18,2
INC02770,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,Medium,3 Days,2023-12-15,2023-12-22,7
INC02771,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Closed,Medium,3 Days,2023-12-25,2023-12-29,4
INC02772,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Medium,3 Days,2023-12-12,2023-12-17,5
INC02773,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Closed,Medium,3 Days,2023-12-20,2023-12-27,7
INC02774,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Escalated,Low,1 Week,2024-01-03,2024-01-14,11
INC02775,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,Medium,3 Days,2024-01-04,2024-01-09,5
INC02776,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Closed,Medium,3 Days,2023-12-16,2023-12-22,6
INC02777,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Medium,3 Days,2023-12-12,2023-12-17,5
INC02778,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Escalated,Critical,4 Hours,2023-12-14,2023-12-16,2
INC02779,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Pending,Medium,3 Days,2023-12-20,2023-12-24,4
INC02780,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Escalated,Critical,4 Hours,2023-12-25,2023-12-26,1
INC02781,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Escalated,Low,1 Week,2023-12-19,2023-12-28,9
INC02782,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Closed,Medium,3 Days,2023-12-15,2023-12-19,4
INC02783,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Closed,Medium,3 Days,2024-01-08,2024-01-14,6
INC02784,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,High,24 Hours,2024-01-08,2024-01-10,2
INC02785,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Closed,Medium,3 Days,2023-12-27,2024-01-02,6
INC02786,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,Medium,3 Days,2024-01-06,2024-01-10,4
INC02787,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Pending,Critical,4 Hours,2024-01-07,2024-01-09,2
INC02788,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,Medium,3 Days,2023-12-11,2023-12-18,7
INC02789,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Escalated,Low,1 Week,2024-01-09,2024-01-16,7
INC02790,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Pending,Medium,3 Days,2023-12-10,2023-12-17,7
INC02791,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,Medium,3 Days,2023-12-15,2023-12-20,5
INC02792,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2023-12-27,2023-12-31,4
INC02793,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Escalated,High,24 Hours,2024-01-03,2024-01-07,4
INC02794,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Closed,Medium,3 Days,2023-12-31,2024-01-05,5
INC02795,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Escalated,Critical,4 Hours,2023-12-18,2023-12-19,1
INC02796,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,High,24 Hours,2024-01-02,2024-01-06,4
INC02797,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Closed,Medium,3 Days,2023-12-14,2023-12-18,4
INC02798,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,Medium,3 Days,2024-01-08,2024-01-13,5
INC02799,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Resolved,Low,1 Week,2024-01-01,2024-01-12,11
INC02800,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Medium,3 Days,2023-12-28,2024-01-01,4
INC02801,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Resolved,Critical,4 Hours,2024-01-08,2024-01-09,1
INC02802,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Pending,Low,1 Week,2024-01-09,2024-01-17,8
INC02803,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Pending,Medium,3 Days,2023-12-28,2024-01-03,6
INC02804,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Closed,Medium,3 Days,2024-01-08,2024-01-12,4
INC02805,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Medium,3 Days,2023-12-23,2023-12-28,5
INC02806,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,Medium,3 Days,2023-12-10,2023-12-16,6
INC02807,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Closed,Medium,3 Days,2023-12-28,2024-01-03,6
INC02808,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Escalated,Low,1 Week,2023-12-26,2024-01-08,13
INC02809,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Closed,High,24 Hours,2023-12-14,2023-12-17,3
INC02810,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Escalated,Low,1 Week,2023-12-14,2023-12-21,7
INC02811,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Resolved,High,24 Hours,2023-12-19,2023-12-23,4
INC02812,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Pending,Medium,3 Days,2023-12-27,2023-12-31,4
INC02813,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Pending,Medium,3 Days,2024-01-02,2024-01-06,4
INC02814,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,Medium,3 Days,2023-12-22,2023-12-28,6
INC02815,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,Medium,3 Days,2023-12-18,2023-12-23,5
INC02816,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,Medium,3 Days,2023-12-27,2024-01-01,5
INC02817,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Pending,Medium,3 Days,2023-12-21,2023-12-28,7
INC02818,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,Medium,3 Days,2023-12-31,2024-01-06,6
INC02819,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Escalated,Medium,3 Days,2024-01-01,2024-01-05,4
INC02820,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Escalated,Medium,3 Days,2024-01-03,2024-01-08,5
INC02821,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Resolved,Medium,3 Days,2023-12-21,2023-12-25,4
INC02822,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Resolved,Low,1 Week,2023-12-25,2024-01-03,9
INC02823,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Pending,Low,1 Week,2023-12-19,2023-12-29,10
INC02824,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Low,1 Week,2024-01-08,2024-01-21,13
INC02825,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Escalated,High,24 Hours,2023-12-17,2023-12-21,4
INC02826,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Pending,High,24 Hours,2024-01-03,2024-01-07,4
INC02827,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Pending,Low,1 Week,2023-12-17,2023-12-24,7
INC02828,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Closed,Medium,3 Days,2023-12-28,2024-01-02,5
INC02829,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Closed,Medium,3 Days,2023-12-28,2024-01-04,7
INC02830,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Medium,3 Days,2024-01-03,2024-01-10,7
INC02831,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Escalated,Critical,4 Hours,2023-12-15,2023-12-16,1
INC02832,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Resolved,Low,1 Week,2023-12-12,2023-12-24,12
INC02833,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,Medium,3 Days,2023-12-25,2023-12-30,5
INC02834,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Medium,3 Days,2023-12-15,2023-12-20,5
INC02835,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Pending,High,24 Hours,2023-12-30,2024-01-03,4
INC02836,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Pending,Low,1 Week,2024-01-01,2024-01-14,13
INC02837,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Escalated,Low,1 Week,2023-12-29,2024-01-12,14
