Incident Number,Incident Title,Incident Description,Assigned Team,Resolution,Product Category,Priority,SLA Time
INC00810,Software Installation Error,Error encountered during the installation of software X.,Team B,Escalated,Hardware,Low,1 Week
INC00811,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Closed,Networking,Critical,3 Days
INC00812,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Resolved,Storage,Critical,3 Days
INC00813,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Closed,Storage,Critical,4 Hours
INC00814,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Closed,Storage,Critical,4 Hours
INC00815,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Pending,Storage,High,3 Days
INC00816,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Pending,Hardware,Medium,3 Days
INC00817,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Closed,Hardware,Critical,24 Hours
INC00818,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Closed,Networking,Medium,4 Hours
INC00819,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Software,Low,3 Days
INC00820,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Networking,Critical,24 Hours
INC00821,Software Installation Error,Error encountered during the installation of software X.,Team C,Closed,Networking,Medium,1 Week
INC00822,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Pending,Networking,Low,24 Hours
INC00823,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Closed,Storage,Medium,4 Hours
INC00824,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Resolved,Software,Medium,4 Hours
INC00825,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Escalated,Software,Medium,1 Week
INC00826,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Hardware,High,24 Hours
INC00827,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Escalated,Software,High,3 Days
INC00828,Software Installation Error,Error encountered during the installation of software X.,Team C,Closed,Networking,Medium,24 Hours
INC00829,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Resolved,Storage,Medium,1 Week
INC00830,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Storage,High,24 Hours
INC00831,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Pending,Networking,Medium,24 Hours
INC00832,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Resolved,Software,Medium,1 Week
INC00833,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Resolved,Networking,High,1 Week
INC00834,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Escalated,Hardware,Low,4 Hours
INC00835,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Storage,Medium,3 Days
INC00836,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Escalated,Networking,Low,24 Hours
INC00837,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Closed,Storage,High,24 Hours
INC00838,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Software,Critical,1 Week
INC00839,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Resolved,Networking,Medium,4 Hours
INC00840,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Pending,Hardware,Critical,4 Hours
INC00841,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Closed,Hardware,Medium,3 Days
INC00842,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Resolved,Hardware,Low,4 Hours
INC00843,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Storage,Medium,4 Hours
INC00844,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Software,Medium,1 Week
INC00845,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Software,Medium,4 Hours
INC00846,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Resolved,Storage,High,3 Days
INC00847,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Pending,Hardware,Critical,1 Week
INC00848,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Resolved,Networking,High,24 Hours
INC00849,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Closed,Storage,High,24 Hours
INC00850,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Resolved,Networking,Low,4 Hours
INC00851,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Resolved,Storage,Low,1 Week
INC00852,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Software,Medium,3 Days
INC00853,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Escalated,Hardware,Critical,24 Hours
INC00854,Software Installation Error,Error encountered during the installation of software X.,Team B,Pending,Software,Low,3 Days
INC00855,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Resolved,Hardware,Critical,24 Hours
INC00856,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Storage,High,4 Hours
INC00857,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Networking,Low,4 Hours
INC00858,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Escalated,Hardware,High,3 Days
INC00859,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Networking,High,4 Hours
INC00860,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Networking,Low,4 Hours
INC00861,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Pending,Storage,Low,3 Days
INC00862,Software Installation Error,Error encountered during the installation of software X.,Team D,Pending,Storage,Medium,3 Days
INC00863,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Resolved,Storage,High,24 Hours
INC00864,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Resolved,Networking,Critical,4 Hours
INC00865,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Resolved,Hardware,Critical,24 Hours
INC00866,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Escalated,Hardware,Medium,24 Hours
INC00867,Software Installation Error,Error encountered during the installation of software X.,Team B,Escalated,Storage,Medium,24 Hours
INC00868,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Closed,Hardware,High,1 Week
INC00869,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Software,Low,4 Hours
INC00870,Software Installation Error,Error encountered during the installation of software X.,Team C,Escalated,Software,Critical,24 Hours
INC00871,Software Installation Error,Error encountered during the installation of software X.,Team B,Escalated,Storage,Critical,4 Hours
INC00872,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Escalated,Networking,Low,1 Week
INC00873,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Escalated,Software,Critical,1 Week
INC00874,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Escalated,Networking,Medium,3 Days
INC00875,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Closed,Storage,Medium,24 Hours
INC00876,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Software,Low,24 Hours
INC00877,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Closed,Software,High,24 Hours
INC00878,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Networking,Critical,3 Days
INC00879,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Resolved,Storage,Medium,24 Hours
INC00880,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Closed,Networking,Medium,24 Hours
INC00881,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Escalated,Software,Medium,3 Days
INC00882,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Pending,Networking,Medium,1 Week
INC00883,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Pending,Software,Low,4 Hours
INC00884,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Hardware,Low,24 Hours
INC00885,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Resolved,Hardware,Medium,4 Hours
INC00886,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Escalated,Hardware,Critical,4 Hours
INC00887,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Resolved,Storage,High,1 Week
INC00888,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Closed,Software,Critical,24 Hours
INC00889,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Escalated,Networking,Critical,1 Week
INC00890,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Storage,Medium,24 Hours
INC00891,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Escalated,Storage,Low,24 Hours
INC00892,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Hardware,Critical,4 Hours
INC00893,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Resolved,Software,Medium,3 Days
INC00894,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Hardware,Critical,24 Hours
INC00895,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Pending,Software,Medium,3 Days
INC00896,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Pending,Networking,High,4 Hours
INC00897,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Closed,Storage,Medium,3 Days
INC00898,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Closed,Hardware,Critical,3 Days
INC00899,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Hardware,Medium,4 Hours
INC00900,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Software,High,4 Hours
INC00901,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Closed,Software,Medium,3 Days
INC00902,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Networking,High,24 Hours
INC00903,Software Installation Error,Error encountered during the installation of software X.,Team B,Escalated,Software,High,24 Hours
INC00904,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Resolved,Storage,Medium,4 Hours
INC00905,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Resolved,Storage,Critical,3 Days
INC00906,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Resolved,Storage,Medium,3 Days
INC00907,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Closed,Hardware,Medium,1 Week
INC00908,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Resolved,Storage,High,1 Week
INC00909,Software Installation Error,Error encountered during the installation of software X.,Team D,Escalated,Networking,Medium,3 Days
INC00910,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Storage,Medium,1 Week
INC00911,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Closed,Hardware,High,24 Hours
INC00912,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Escalated,Hardware,Critical,24 Hours
INC00913,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Pending,Storage,Low,24 Hours
INC00914,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Escalated,Networking,Critical,4 Hours
INC00915,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Closed,Storage,Medium,4 Hours
INC00916,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Closed,Software,Critical,24 Hours
INC00917,Software Installation Error,Error encountered during the installation of software X.,Team D,Pending,Storage,Critical,4 Hours
INC00918,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Resolved,Software,Medium,3 Days
INC00919,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Resolved,Hardware,Low,4 Hours
INC00920,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Resolved,Software,Critical,4 Hours
INC00921,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Pending,Networking,Low,4 Hours
INC00922,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Closed,Storage,Critical,24 Hours
INC00923,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Hardware,Low,3 Days
INC00924,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Storage,High,3 Days
INC00925,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Closed,Hardware,High,24 Hours
INC00926,Software Installation Error,Error encountered during the installation of software X.,Team C,Escalated,Storage,Low,3 Days
INC00927,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Escalated,Networking,Critical,24 Hours
INC00928,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Resolved,Storage,High,1 Week
INC00929,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Resolved,Networking,Medium,24 Hours
INC00930,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Pending,Software,Critical,4 Hours
INC00931,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Pending,Hardware,Critical,4 Hours
INC00932,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Closed,Storage,Medium,3 Days
INC00933,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Hardware,Medium,1 Week
INC00934,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Pending,Software,Medium,4 Hours
INC00935,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Resolved,Storage,Medium,3 Days
INC00936,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Storage,Low,3 Days
INC00937,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Pending,Hardware,Low,4 Hours
INC00938,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Pending,Software,High,1 Week
INC00939,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Software,Medium,1 Week
INC00940,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Storage,Critical,1 Week
INC00941,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Resolved,Hardware,High,4 Hours
INC00942,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Pending,Software,High,4 Hours
INC00943,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Hardware,Medium,1 Week
INC00944,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Closed,Hardware,Critical,3 Days
INC00945,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Hardware,Low,4 Hours
INC00946,Software Installation Error,Error encountered during the installation of software X.,Team D,Resolved,Networking,Medium,3 Days
INC00947,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Software,High,4 Hours
INC00948,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Software,High,1 Week
INC00949,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Pending,Software,Medium,24 Hours
INC00950,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Resolved,Software,Low,3 Days
INC00951,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Pending,Software,High,1 Week
INC00952,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Escalated,Networking,Low,4 Hours
INC00953,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Closed,Storage,Medium,3 Days
INC00954,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Software,Critical,24 Hours
INC00955,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Resolved,Software,Low,4 Hours
INC00956,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Pending,Software,Low,24 Hours
INC00957,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Storage,Critical,1 Week
INC00958,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Hardware,Critical,4 Hours
INC00959,Software Installation Error,Error encountered during the installation of software X.,Team B,Pending,Hardware,Medium,1 Week
INC00960,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Escalated,Storage,High,3 Days
INC00961,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Escalated,Networking,Critical,3 Days
INC00962,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Software,Critical,1 Week
INC00963,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Escalated,Networking,Medium,3 Days
INC00964,Software Installation Error,Error encountered during the installation of software X.,Team C,Closed,Software,Low,1 Week
INC00965,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Resolved,Storage,Medium,1 Week
INC00966,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Networking,Low,4 Hours
INC00967,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Resolved,Storage,Medium,3 Days
INC00968,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Escalated,Hardware,High,1 Week
INC00969,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Software,High,4 Hours
INC00970,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Storage,Medium,3 Days
INC00971,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Pending,Hardware,Medium,24 Hours
INC00972,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Storage,Critical,1 Week
INC00973,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Closed,Storage,High,4 Hours
INC00974,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Closed,Storage,High,1 Week
INC00975,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Software,Medium,4 Hours
INC00976,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Resolved,Storage,Critical,4 Hours
INC00977,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Pending,Hardware,Medium,1 Week
INC00978,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Resolved,Hardware,High,1 Week
INC00979,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Resolved,Hardware,High,4 Hours
INC00980,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Resolved,Storage,Critical,4 Hours
INC00981,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Hardware,Medium,4 Hours
INC00982,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Hardware,Low,4 Hours
INC00983,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Escalated,Software,Low,4 Hours
INC00984,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Escalated,Hardware,High,4 Hours
INC00985,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Resolved,Hardware,Medium,24 Hours
INC00986,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Pending,Hardware,High,24 Hours
INC00987,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Closed,Hardware,Critical,3 Days
INC00988,Software Installation Error,Error encountered during the installation of software X.,Team D,Escalated,Storage,High,4 Hours
INC00989,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Pending,Storage,Critical,24 Hours
INC00990,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Pending,Software,Critical,3 Days
INC00991,Software Installation Error,Error encountered during the installation of software X.,Team C,Closed,Storage,High,4 Hours
INC00992,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Networking,Low,24 Hours
INC00993,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Hardware,High,3 Days
INC00994,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Pending,Hardware,Low,3 Days
INC00995,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Closed,Networking,High,1 Week
INC00996,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Networking,Low,24 Hours
INC00997,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Resolved,Hardware,Critical,24 Hours
INC00998,Software Installation Error,Error encountered during the installation of software X.,Team C,Escalated,Software,Critical,1 Week
INC00999,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Closed,Software,Low,3 Days
