Incident Number,Incident Title,Incident Description,Assigned Team,Resolution,Product Category,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC00619,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Storage,High,24 Hours,2023-12-23,2024-01-01,9
INC00620,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Storage,High,24 Hours,2023-12-24,2023-12-30,6
INC00621,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Storage,High,24 Hours,2023-12-30,2024-01-03,4
INC00622,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Storage,High,24 Hours,2023-12-14,2023-12-22,8
INC00623,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Networking,Medium,3 Days,2024-01-06,2024-01-16,10
INC00624,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Storage,High,24 Hours,2024-01-06,2024-01-06,0
INC00625,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Software,Critical,4 Hours,2023-12-16,2023-12-17,1
INC00626,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Software,Critical,4 Hours,2023-12-31,2024-01-11,11
INC00627,Software Installation Error,Error encountered during the installation of software X.,Team D,Resolved,Software,Critical,4 Hours,2023-12-25,2023-12-27,2
INC00628,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Networking,High,24 Hours,2023-12-16,2023-12-30,14
INC00629,Software Installation Error,Error encountered during the installation of software X.,Team B,Pending,Networking,Critical,4 Hours,2024-01-04,2024-01-14,10
INC00630,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Escalated,Storage,Medium,3 Days,2023-12-13,2023-12-22,9
INC00631,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Networking,Medium,3 Days,2023-12-13,2023-12-17,4
INC00632,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Software,Critical,4 Hours,2023-12-23,2023-12-30,7
INC00633,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Resolved,Hardware,Medium,3 Days,2023-12-22,2024-01-04,13
INC00634,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Networking,Critical,4 Hours,2023-12-22,2023-12-24,2
INC00635,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Closed,Software,Low,1 Week,2023-12-18,2023-12-19,1
INC00636,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Networking,Critical,4 Hours,2023-12-24,2023-12-30,6
INC00637,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Software,Low,1 Week,2024-01-07,2024-01-22,15
INC00638,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Storage,Critical,4 Hours,2024-01-06,2024-01-12,6
INC00639,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Resolved,Hardware,Medium,3 Days,2023-12-26,2023-12-26,0
INC00640,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Closed,Hardware,Medium,3 Days,2023-12-16,2023-12-28,12
INC00641,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Software,High,24 Hours,2023-12-21,2024-01-03,13
INC00642,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Networking,High,24 Hours,2023-12-29,2024-01-08,10
INC00643,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team C,Escalated,Hardware,Critical,4 Hours,2023-12-21,2023-12-23,2
INC00644,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Networking,Medium,3 Days,2024-01-04,2024-01-06,2
INC00645,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Networking,Low,1 Week,2023-12-15,2023-12-22,7
INC00646,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Storage,High,24 Hours,2023-12-20,2023-12-26,6
INC00647,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Resolved,Hardware,Low,1 Week,2023-12-26,2024-01-03,8
INC00648,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Closed,Hardware,Critical,4 Hours,2023-12-23,2023-12-24,1
INC00649,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Closed,Hardware,High,24 Hours,2023-12-29,2024-01-07,9
INC00650,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Software,High,24 Hours,2024-01-07,2024-01-19,12
INC00651,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Software,Low,1 Week,2023-12-10,2023-12-16,6
INC00652,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team D,Escalated,Hardware,Critical,4 Hours,2023-12-21,2023-12-23,2
INC00653,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Escalated,Hardware,Low,1 Week,2023-12-11,2023-12-24,13
INC00654,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team C,Pending,Hardware,Critical,4 Hours,2023-12-11,2023-12-14,3
INC00655,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Storage,High,24 Hours,2023-12-21,2024-01-02,12
INC00656,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Storage,Low,1 Week,2023-12-15,2023-12-25,10
INC00657,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Escalated,Hardware,Medium,3 Days,2023-12-11,2023-12-24,13
INC00658,Software Installation Error,Error encountered during the installation of software X.,Team C,Escalated,Storage,Low,1 Week,2024-01-09,2024-01-20,11
INC00659,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Networking,Medium,3 Days,2024-01-02,2024-01-05,3
INC00660,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Pending,Hardware,Low,1 Week,2023-12-16,2023-12-28,12
INC00661,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Resolved,Hardware,High,24 Hours,2023-12-23,2023-12-30,7
INC00662,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Escalated,Networking,Medium,3 Days,2023-12-27,2024-01-03,7
INC00663,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Networking,High,24 Hours,2023-12-13,2023-12-25,12
INC00664,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Closed,Storage,Low,1 Week,2023-12-25,2023-12-30,5
INC00665,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team D,Closed,Hardware,High,24 Hours,2023-12-29,2024-01-11,13
INC00666,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Networking,Critical,4 Hours,2023-12-18,2023-12-19,1
INC00667,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Software,Medium,3 Days,2023-12-26,2023-12-30,4
INC00668,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Networking,Critical,4 Hours,2023-12-25,2023-12-27,2
INC00669,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Pending,Networking,High,24 Hours,2024-01-06,2024-01-06,0
INC00670,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Pending,Hardware,Low,1 Week,2024-01-02,2024-01-16,14
INC00671,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Pending,Hardware,Low,1 Week,2023-12-25,2023-12-31,6
INC00672,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Storage,Low,1 Week,2024-01-02,2024-01-11,9
INC00673,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Resolved,Networking,High,24 Hours,2023-12-30,2024-01-01,2
INC00674,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team B,Pending,Hardware,Medium,3 Days,2024-01-08,2024-01-16,8
INC00675,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Software,Medium,3 Days,2023-12-26,2024-01-04,9
INC00676,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Software,Critical,4 Hours,2023-12-31,2024-01-07,7
INC00677,Software Installation Error,Error encountered during the installation of software X.,Team B,Escalated,Software,Critical,4 Hours,2023-12-22,2023-12-31,9
INC00678,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Storage,Medium,3 Days,2023-12-19,2023-12-19,0
INC00679,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team D,Pending,Hardware,Medium,3 Days,2023-12-31,2024-01-14,14
INC00680,Software Installation Error,Error encountered during the installation of software X.,Team C,Closed,Software,Critical,4 Hours,2023-12-18,2023-12-31,13
INC00681,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Software,Critical,4 Hours,2024-01-04,2024-01-09,5
INC00682,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Storage,Critical,4 Hours,2023-12-18,2023-12-28,10
INC00683,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Storage,Medium,3 Days,2024-01-03,2024-01-14,11
INC00684,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Software,Medium,3 Days,2024-01-06,2024-01-09,3
INC00685,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Software,Low,1 Week,2023-12-16,2023-12-28,12
INC00686,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Closed,Storage,Medium,3 Days,2023-12-31,2024-01-08,8
INC00687,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Storage,High,24 Hours,2024-01-01,2024-01-14,13
INC00688,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Hardware,Medium,3 Days,2023-12-14,2023-12-14,0
INC00689,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Closed,Storage,Medium,3 Days,2023-12-12,2023-12-17,5
INC00690,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team C,Pending,Hardware,Low,1 Week,2023-12-20,2023-12-23,3
INC00691,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Closed,Storage,High,24 Hours,2023-12-23,2023-12-31,8
INC00692,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Networking,High,24 Hours,2024-01-01,2024-01-13,12
INC00693,Software Installation Error,Error encountered during the installation of software X.,Team D,Resolved,Software,Medium,3 Days,2024-01-01,2024-01-04,3
INC00694,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team D,Resolved,Hardware,High,24 Hours,2024-01-05,2024-01-10,5
INC00695,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Networking,High,24 Hours,2023-12-16,2023-12-21,5
INC00696,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Resolved,Hardware,High,24 Hours,2023-12-10,2023-12-22,12
INC00697,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Escalated,Hardware,Low,1 Week,2023-12-18,2023-12-22,4
INC00698,Software Installation Error,Error encountered during the installation of software X.,Team B,Pending,Networking,Low,1 Week,2024-01-01,2024-01-11,10
INC00699,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Pending,Software,Medium,3 Days,2023-12-22,2024-01-01,10
INC00700,Software Installation Error,Error encountered during the installation of software X.,Team D,Resolved,Software,Low,1 Week,2023-12-14,2023-12-19,5
INC00701,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Networking,Low,1 Week,2024-01-05,2024-01-18,13
INC00702,Software Installation Error,Error encountered during the installation of software X.,Team C,Escalated,Storage,Low,1 Week,2023-12-28,2024-01-12,15
INC00703,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Networking,Low,1 Week,2024-01-08,2024-01-19,11
INC00704,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Pending,Networking,Medium,3 Days,2023-12-13,2023-12-19,6
INC00705,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Software,Low,1 Week,2023-12-26,2024-01-06,11
INC00706,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Software,Medium,3 Days,2023-12-13,2023-12-16,3
INC00707,Software Installation Error,Error encountered during the installation of software X.,Team D,Escalated,Networking,Low,1 Week,2024-01-01,2024-01-16,15
INC00708,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Hardware,High,24 Hours,2024-01-02,2024-01-09,7
INC00709,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Closed,Storage,High,24 Hours,2024-01-04,2024-01-10,6
INC00710,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Networking,High,24 Hours,2023-12-10,2023-12-20,10
INC00711,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Networking,Critical,4 Hours,2023-12-14,2023-12-21,7
INC00712,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Hardware,Low,1 Week,2023-12-29,2024-01-09,11
INC00713,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Resolved,Hardware,Low,1 Week,2023-12-19,2023-12-31,12
INC00714,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Storage,High,24 Hours,2024-01-05,2024-01-20,15
INC00715,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Storage,High,24 Hours,2023-12-17,2023-12-19,2
INC00716,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Storage,High,24 Hours,2023-12-23,2024-01-05,13
INC00717,Software Installation Error,Error encountered during the installation of software X.,Team C,Closed,Storage,Medium,3 Days,2024-01-01,2024-01-15,14
INC00718,Software Installation Error,Error encountered during the installation of software X.,Team C,Escalated,Storage,Critical,4 Hours,2023-12-17,2023-12-25,8
INC00719,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team B,Closed,Hardware,High,24 Hours,2023-12-30,2024-01-08,9
INC00720,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Software,Low,1 Week,2023-12-20,2024-01-04,15
INC00721,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Resolved,Hardware,Low,1 Week,2024-01-04,2024-01-18,14
INC00722,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Resolved,Hardware,Medium,3 Days,2023-12-23,2023-12-29,6
INC00723,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Resolved,Software,Critical,4 Hours,2024-01-09,2024-01-23,14
INC00724,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Escalated,Storage,High,24 Hours,2023-12-28,2023-12-28,0
INC00725,Software Installation Error,Error encountered during the installation of software X.,Team C,Escalated,Networking,Critical,4 Hours,2023-12-10,2023-12-10,0
INC00726,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Resolved,Networking,Critical,4 Hours,2024-01-08,2024-01-11,3
INC00727,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team D,Pending,Hardware,Critical,4 Hours,2023-12-30,2024-01-08,9
INC00728,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team D,Escalated,Hardware,Medium,3 Days,2023-12-20,2023-12-27,7
INC00729,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Software,Low,1 Week,2024-01-09,2024-01-15,6
INC00730,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Closed,Networking,Medium,3 Days,2024-01-09,2024-01-12,3
INC00731,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Closed,Networking,Low,1 Week,2023-12-22,2023-12-24,2
INC00732,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Networking,Medium,3 Days,2023-12-22,2023-12-27,5
INC00733,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Escalated,Hardware,Critical,4 Hours,2024-01-09,2024-01-19,10
INC00734,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team C,Pending,Hardware,Medium,3 Days,2023-12-26,2023-12-27,1
INC00735,Software Installation Error,Error encountered during the installation of software X.,Team D,Resolved,Storage,Low,1 Week,2024-01-04,2024-01-08,4
INC00736,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Networking,Critical,4 Hours,2024-01-04,2024-01-06,2
INC00737,Software Installation Error,Error encountered during the installation of software X.,Team B,Pending,Storage,Low,1 Week,2024-01-08,2024-01-18,10
INC00738,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Closed,Hardware,Low,1 Week,2023-12-19,2023-12-30,11
INC00739,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Storage,Critical,4 Hours,2024-01-02,2024-01-02,0
INC00740,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Storage,Low,1 Week,2023-12-15,2023-12-21,6
INC00741,Software Installation Error,Error encountered during the installation of software X.,Team C,Closed,Storage,Medium,3 Days,2023-12-30,2024-01-02,3
INC00742,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Storage,Medium,3 Days,2023-12-24,2023-12-24,0
INC00743,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Storage,Low,1 Week,2023-12-28,2023-12-30,2
INC00744,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Storage,High,24 Hours,2023-12-12,2023-12-15,3
INC00745,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team D,Pending,Hardware,High,24 Hours,2023-12-27,2024-01-06,10
INC00746,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Pending,Hardware,Medium,3 Days,2023-12-19,2024-01-01,13
INC00747,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Resolved,Software,Low,1 Week,2023-12-31,2024-01-02,2
INC00748,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team A,Escalated,Hardware,High,24 Hours,2023-12-22,2023-12-27,5
INC00749,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Software,Critical,4 Hours,2023-12-30,2024-01-02,3
INC00750,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team C,Escalated,Hardware,Critical,4 Hours,2023-12-28,2024-01-12,15
INC00751,Software Installation Error,Error encountered during the installation of software X.,Team C,Closed,Networking,Medium,3 Days,2024-01-07,2024-01-11,4
INC00752,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Closed,Software,Medium,3 Days,2024-01-08,2024-01-16,8
INC00753,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Software,Medium,3 Days,2023-12-16,2023-12-16,0
INC00754,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Resolved,Networking,Medium,3 Days,2024-01-08,2024-01-15,7
INC00755,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Escalated,Hardware,Medium,3 Days,2024-01-01,2024-01-05,4
INC00756,Software Installation Error,Error encountered during the installation of software X.,Team C,Escalated,Storage,Medium,3 Days,2023-12-31,2024-01-06,6
INC00757,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Networking,High,24 Hours,2023-12-10,2023-12-11,1
INC00758,Software Installation Error,Error encountered during the installation of software X.,Team D,Pending,Storage,Medium,3 Days,2024-01-09,2024-01-15,6
INC00759,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team C,Closed,Hardware,Low,1 Week,2024-01-09,2024-01-15,6
INC00760,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Storage,Low,1 Week,2024-01-01,2024-01-09,8
INC00761,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team A,Resolved,Hardware,Critical,4 Hours,2023-12-17,2023-12-25,8
INC00762,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Pending,Software,High,24 Hours,2024-01-09,2024-01-09,0
INC00763,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Storage,Medium,3 Days,2024-01-04,2024-01-16,12
INC00764,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Closed,Software,High,24 Hours,2023-12-15,2023-12-17,2
INC00765,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Software,Critical,4 Hours,2024-01-05,2024-01-12,7
INC00766,Software Installation Error,Error encountered during the installation of software X.,Team C,Closed,Software,Low,1 Week,2024-01-08,2024-01-17,9
INC00767,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team A,Resolved,Hardware,High,24 Hours,2023-12-18,2023-12-27,9
INC00768,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Hardware,Low,1 Week,2024-01-06,2024-01-08,2
INC00769,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Pending,Storage,Critical,4 Hours,2023-12-18,2023-12-23,5
INC00770,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team D,Escalated,Hardware,Medium,3 Days,2024-01-01,2024-01-07,6
INC00771,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Closed,Networking,Low,1 Week,2024-01-06,2024-01-16,10
INC00772,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team B,Closed,Hardware,High,24 Hours,2023-12-13,2023-12-25,12
INC00773,Software Installation Error,Error encountered during the installation of software X.,Team D,Escalated,Networking,Low,1 Week,2024-01-06,2024-01-12,6
INC00774,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Closed,Hardware,Medium,3 Days,2024-01-09,2024-01-18,9
INC00775,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Networking,Low,1 Week,2024-01-04,2024-01-09,5
INC00776,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Storage,Low,1 Week,2024-01-05,2024-01-13,8
INC00777,Software Installation Error,Error encountered during the installation of software X.,Team C,Escalated,Software,High,24 Hours,2023-12-17,2023-12-26,9
INC00778,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Storage,Low,1 Week,2023-12-19,2023-12-30,11
INC00779,Software Installation Error,Error encountered during the installation of software X.,Team B,Pending,Software,High,24 Hours,2024-01-08,2024-01-12,4
INC00780,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Software,Low,1 Week,2024-01-09,2024-01-10,1
INC00781,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Software,Critical,4 Hours,2024-01-08,2024-01-14,6
INC00782,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Resolved,Software,Critical,4 Hours,2023-12-22,2023-12-23,1
INC00783,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Networking,Critical,4 Hours,2024-01-05,2024-01-09,4
INC00784,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Software,High,24 Hours,2024-01-01,2024-01-12,11
INC00785,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Software,Critical,4 Hours,2023-12-15,2023-12-15,0
INC00786,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Networking,Critical,4 Hours,2023-12-28,2023-12-31,3
INC00787,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Software,Critical,4 Hours,2023-12-12,2023-12-18,6
INC00788,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Networking,Critical,4 Hours,2024-01-08,2024-01-23,15
INC00789,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Pending,Software,High,24 Hours,2023-12-28,2023-12-28,0
INC00790,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Hardware,Medium,3 Days,2023-12-31,2024-01-12,12
INC00791,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Software,High,24 Hours,2024-01-02,2024-01-09,7
INC00792,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Storage,Low,1 Week,2024-01-01,2024-01-11,10
INC00793,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Software,Low,1 Week,2023-12-12,2023-12-18,6
INC00794,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Software,Medium,3 Days,2024-01-09,2024-01-17,8
INC00795,Software Installation Error,Error encountered during the installation of software X.,Team D,Pending,Storage,Low,1 Week,2023-12-31,2024-01-03,3
INC00796,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team D,Closed,Hardware,High,24 Hours,2023-12-10,2023-12-23,13
INC00797,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team B,Pending,Hardware,Critical,4 Hours,2024-01-03,2024-01-13,10
INC00798,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Networking,Medium,3 Days,2024-01-08,2024-01-16,8
INC00799,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Networking,Medium,3 Days,2023-12-13,2023-12-15,2
INC00800,Software Installation Error,Error encountered during the installation of software X.,Team C,Closed,Software,Low,1 Week,2024-01-08,2024-01-19,11
INC00801,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Closed,Hardware,Low,1 Week,2023-12-20,2023-12-26,6
INC00802,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Storage,High,24 Hours,2024-01-06,2024-01-07,1
INC00803,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Networking,Low,1 Week,2023-12-13,2023-12-22,9
INC00804,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Closed,Hardware,High,24 Hours,2023-12-29,2024-01-03,5
INC00805,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Storage,High,24 Hours,2023-12-14,2023-12-24,10
INC00806,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Closed,Networking,High,24 Hours,2024-01-06,2024-01-17,11
INC00807,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Networking,Critical,4 Hours,2023-12-31,2024-01-14,14
INC00808,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Networking,High,24 Hours,2023-12-16,2023-12-21,5
INC00809,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Software,Critical,4 Hours,2023-12-13,2023-12-21,8
INC00810,Software Installation Error,Error encountered during the installation of software X.,Team D,Escalated,Storage,High,24 Hours,2023-12-10,2023-12-14,4
INC00811,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Software,Critical,4 Hours,2024-01-07,2024-01-15,8
INC00812,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Resolved,Networking,High,24 Hours,2023-12-30,2024-01-12,13
INC00813,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Networking,Medium,3 Days,2023-12-18,2023-12-27,9
INC00814,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Storage,Critical,4 Hours,2023-12-19,2023-12-24,5
INC00815,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Storage,Critical,4 Hours,2023-12-10,2023-12-21,11
INC00816,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Escalated,Networking,Medium,3 Days,2024-01-03,2024-01-08,5
INC00817,Software Installation Error,Error encountered during the installation of software X.,Team C,Closed,Software,High,24 Hours,2023-12-30,2024-01-12,13
INC00818,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Pending,Networking,Critical,4 Hours,2023-12-29,2024-01-11,13
INC00819,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Software,Low,1 Week,2023-12-21,2023-12-30,9
INC00820,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Resolved,Software,Low,1 Week,2023-12-23,2024-01-03,11
INC00821,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Software,Medium,3 Days,2023-12-24,2023-12-24,0
INC00822,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Resolved,Hardware,High,24 Hours,2024-01-07,2024-01-14,7
INC00823,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Storage,Critical,4 Hours,2023-12-19,2023-12-21,2
INC00824,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Storage,Medium,3 Days,2023-12-10,2023-12-25,15
INC00825,Software Installation Error,Error encountered during the installation of software X.,Team B,Escalated,Storage,Critical,4 Hours,2023-12-11,2023-12-15,4
