Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC00753,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Medium,3 Days,2023-12-22,2024-01-02,11
INC00754,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Resolved,Medium,3 Days,2023-12-28,2024-01-04,7
INC00755,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,Critical,4 Hours,2023-12-28,2023-12-28,0
INC00756,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Pending,High,24 Hours,2023-12-26,2024-01-05,10
INC00757,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Escalated,Critical,4 Hours,2024-01-04,2024-01-06,2
INC00758,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Resolved,Critical,4 Hours,2024-01-04,2024-01-19,15
INC00759,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Escalated,High,24 Hours,2023-12-18,2023-12-20,2
INC00760,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,High,24 Hours,2023-12-20,2024-01-01,12
INC00761,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Pending,Critical,4 Hours,2023-12-25,2024-01-07,13
INC00762,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Closed,Critical,4 Hours,2024-01-02,2024-01-16,14
INC00763,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Pending,Medium,3 Days,2023-12-11,2023-12-21,10
INC00764,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,High,24 Hours,2023-12-27,2024-01-09,13
INC00765,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Closed,Medium,3 Days,2023-12-21,2023-12-26,5
INC00766,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Resolved,Medium,3 Days,2023-12-17,2023-12-28,11
INC00767,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Escalated,Low,1 Week,2024-01-09,2024-01-24,15
INC00768,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Escalated,Critical,4 Hours,2023-12-17,2023-12-22,5
INC00769,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Resolved,Low,1 Week,2023-12-17,2023-12-31,14
INC00770,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Escalated,High,24 Hours,2023-12-21,2023-12-29,8
INC00771,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Escalated,Low,1 Week,2024-01-05,2024-01-20,15
INC00772,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,Low,1 Week,2023-12-17,2023-12-20,3
INC00773,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Pending,Medium,3 Days,2023-12-20,2023-12-24,4
INC00774,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,High,24 Hours,2024-01-01,2024-01-10,9
INC00775,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2023-12-10,2023-12-23,13
INC00776,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Escalated,Critical,4 Hours,2023-12-16,2023-12-17,1
INC00777,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Low,1 Week,2023-12-11,2023-12-23,12
INC00778,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,Critical,4 Hours,2023-12-13,2023-12-18,5
INC00779,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Pending,Critical,4 Hours,2023-12-14,2023-12-28,14
INC00780,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,Medium,3 Days,2024-01-04,2024-01-18,14
INC00781,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Closed,Critical,4 Hours,2023-12-16,2023-12-31,15
INC00782,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Escalated,High,24 Hours,2024-01-08,2024-01-13,5
INC00783,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Closed,Medium,3 Days,2024-01-07,2024-01-15,8
INC00784,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,High,24 Hours,2023-12-13,2023-12-13,0
INC00785,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Medium,3 Days,2023-12-12,2023-12-14,2
INC00786,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,Low,1 Week,2024-01-01,2024-01-10,9
INC00787,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Resolved,Critical,4 Hours,2023-12-30,2024-01-05,6
INC00788,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,High,24 Hours,2023-12-12,2023-12-24,12
INC00789,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Pending,High,24 Hours,2024-01-07,2024-01-10,3
INC00790,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Escalated,Low,1 Week,2024-01-02,2024-01-16,14
INC00791,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,Low,1 Week,2024-01-04,2024-01-12,8
INC00792,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Closed,High,24 Hours,2024-01-07,2024-01-08,1
INC00793,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Resolved,High,24 Hours,2024-01-06,2024-01-16,10
INC00794,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,Medium,3 Days,2023-12-24,2024-01-07,14
INC00795,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,High,24 Hours,2023-12-15,2023-12-28,13
INC00796,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Pending,Critical,4 Hours,2023-12-17,2023-12-24,7
INC00797,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Resolved,Medium,3 Days,2024-01-01,2024-01-09,8
INC00798,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Closed,Low,1 Week,2023-12-10,2023-12-23,13
INC00799,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,Critical,4 Hours,2023-12-21,2023-12-31,10
INC00800,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,Low,1 Week,2023-12-13,2023-12-17,4
INC00801,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Pending,Critical,4 Hours,2023-12-23,2024-01-01,9
INC00802,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Closed,Low,1 Week,2024-01-03,2024-01-06,3
INC00803,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Closed,Low,1 Week,2023-12-22,2023-12-30,8
INC00804,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Closed,Critical,4 Hours,2024-01-02,2024-01-10,8
INC00805,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Pending,Medium,3 Days,2023-12-26,2023-12-31,5
INC00806,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Resolved,Low,1 Week,2023-12-12,2023-12-22,10
INC00807,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,High,24 Hours,2023-12-22,2023-12-22,0
INC00808,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Pending,Medium,3 Days,2024-01-07,2024-01-12,5
INC00809,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,High,24 Hours,2023-12-31,2024-01-15,15
INC00810,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Closed,Medium,3 Days,2023-12-25,2023-12-27,2
INC00811,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Resolved,Low,1 Week,2024-01-06,2024-01-09,3
INC00812,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,Low,1 Week,2024-01-03,2024-01-10,7
INC00813,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,High,24 Hours,2023-12-30,2024-01-10,11
INC00814,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Escalated,High,24 Hours,2024-01-08,2024-01-22,14
INC00815,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Medium,3 Days,2023-12-27,2024-01-05,9
INC00816,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,Medium,3 Days,2023-12-14,2023-12-27,13
INC00817,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Closed,Low,1 Week,2023-12-12,2023-12-23,11
INC00818,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Escalated,Medium,3 Days,2023-12-25,2023-12-28,3
INC00819,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Closed,Critical,4 Hours,2023-12-12,2023-12-27,15
INC00820,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Closed,Critical,4 Hours,2023-12-10,2023-12-25,15
INC00821,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Closed,Low,1 Week,2023-12-18,2023-12-24,6
INC00822,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Resolved,Critical,4 Hours,2023-12-25,2023-12-26,1
INC00823,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Resolved,High,24 Hours,2023-12-19,2023-12-24,5
INC00824,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Resolved,High,24 Hours,2024-01-09,2024-01-13,4
INC00825,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Escalated,Critical,4 Hours,2023-12-20,2023-12-22,2
INC00826,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Closed,Medium,3 Days,2023-12-14,2023-12-20,6
INC00827,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Closed,Critical,4 Hours,2023-12-19,2023-12-30,11
INC00828,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Pending,High,24 Hours,2023-12-25,2023-12-29,4
INC00829,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Escalated,Medium,3 Days,2024-01-08,2024-01-21,13
INC00830,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Closed,Critical,4 Hours,2023-12-18,2023-12-19,1
INC00831,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,High,24 Hours,2024-01-03,2024-01-06,3
INC00832,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Closed,Medium,3 Days,2023-12-15,2023-12-21,6
INC00833,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,Medium,3 Days,2023-12-16,2023-12-24,8
INC00834,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Closed,Critical,4 Hours,2023-12-10,2023-12-15,5
INC00835,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Escalated,High,24 Hours,2024-01-05,2024-01-18,13
INC00836,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Closed,High,24 Hours,2023-12-17,2023-12-31,14
INC00837,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Escalated,Medium,3 Days,2023-12-26,2023-12-26,0
INC00838,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Closed,High,24 Hours,2024-01-07,2024-01-16,9
INC00839,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Resolved,High,24 Hours,2023-12-14,2023-12-16,2
INC00840,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Resolved,Critical,4 Hours,2024-01-03,2024-01-14,11
INC00841,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,Low,1 Week,2024-01-04,2024-01-13,9
INC00842,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Escalated,Low,1 Week,2023-12-25,2024-01-08,14
INC00843,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Closed,High,24 Hours,2023-12-12,2023-12-27,15
INC00844,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Pending,Low,1 Week,2023-12-16,2023-12-25,9
INC00845,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Low,1 Week,2023-12-19,2023-12-19,0
INC00846,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Resolved,Low,1 Week,2023-12-29,2023-12-30,1
INC00847,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Closed,Medium,3 Days,2024-01-09,2024-01-12,3
INC00848,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Resolved,Critical,4 Hours,2023-12-22,2023-12-28,6
INC00849,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Pending,Critical,4 Hours,2023-12-23,2024-01-02,10
INC00850,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Escalated,Medium,3 Days,2023-12-18,2023-12-21,3
INC00851,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Resolved,Low,1 Week,2024-01-04,2024-01-13,9
INC00852,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Pending,Critical,4 Hours,2023-12-26,2023-12-30,4
INC00853,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,Critical,4 Hours,2023-12-30,2024-01-04,5
INC00854,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Closed,Medium,3 Days,2023-12-13,2023-12-24,11
INC00855,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,High,24 Hours,2023-12-11,2023-12-17,6
INC00856,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Pending,Medium,3 Days,2023-12-28,2024-01-02,5
INC00857,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Escalated,Critical,4 Hours,2023-12-22,2024-01-05,14
INC00858,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Resolved,Medium,3 Days,2023-12-30,2024-01-01,2
INC00859,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Pending,Critical,4 Hours,2024-01-02,2024-01-02,0
INC00860,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Resolved,Low,1 Week,2023-12-10,2023-12-15,5
INC00861,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Pending,Low,1 Week,2023-12-31,2024-01-11,11
INC00862,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Pending,High,24 Hours,2023-12-15,2023-12-19,4
INC00863,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,Critical,4 Hours,2023-12-27,2023-12-27,0
INC00864,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Resolved,Medium,3 Days,2023-12-16,2023-12-21,5
INC00865,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Pending,High,24 Hours,2023-12-23,2023-12-27,4
INC00866,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Resolved,High,24 Hours,2023-12-14,2023-12-29,15
INC00867,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Pending,Critical,4 Hours,2023-12-13,2023-12-22,9
INC00868,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Pending,Critical,4 Hours,2023-12-17,2023-12-17,0
INC00869,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,Medium,3 Days,2023-12-31,2024-01-12,12
INC00870,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Pending,Critical,4 Hours,2023-12-15,2023-12-22,7
INC00871,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Escalated,Critical,4 Hours,2023-12-13,2023-12-28,15
INC00872,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Escalated,Critical,4 Hours,2023-12-13,2023-12-28,15
INC00873,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,Low,1 Week,2024-01-09,2024-01-19,10
INC00874,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Escalated,High,24 Hours,2023-12-14,2023-12-19,5
INC00875,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Pending,Critical,4 Hours,2023-12-24,2024-01-04,11
INC00876,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Escalated,Medium,3 Days,2023-12-18,2023-12-25,7
INC00877,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Closed,Critical,4 Hours,2023-12-28,2024-01-09,12
INC00878,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Medium,3 Days,2023-12-28,2024-01-05,8
INC00879,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Escalated,Critical,4 Hours,2023-12-23,2023-12-23,0
INC00880,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Pending,Medium,3 Days,2024-01-02,2024-01-07,5
INC00881,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Resolved,Low,1 Week,2024-01-04,2024-01-05,1
INC00882,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Resolved,High,24 Hours,2023-12-26,2023-12-29,3
INC00883,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Resolved,High,24 Hours,2023-12-31,2024-01-10,10
INC00884,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Closed,Medium,3 Days,2023-12-27,2023-12-30,3
INC00885,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,Critical,4 Hours,2024-01-02,2024-01-13,11
INC00886,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,Critical,4 Hours,2023-12-24,2023-12-25,1
INC00887,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Pending,Critical,4 Hours,2024-01-06,2024-01-14,8
INC00888,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,High,24 Hours,2023-12-24,2024-01-02,9
INC00889,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Escalated,Low,1 Week,2024-01-09,2024-01-10,1
INC00890,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Resolved,Critical,4 Hours,2023-12-29,2024-01-07,9
INC00891,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Resolved,Critical,4 Hours,2023-12-31,2024-01-01,1
INC00892,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Pending,Medium,3 Days,2024-01-02,2024-01-08,6
INC00893,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Resolved,Medium,3 Days,2023-12-16,2023-12-28,12
INC00894,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Pending,Medium,3 Days,2023-12-12,2023-12-14,2
INC00895,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Resolved,Medium,3 Days,2023-12-20,2023-12-25,5
INC00896,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Escalated,Critical,4 Hours,2023-12-12,2023-12-20,8
INC00897,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Escalated,High,24 Hours,2023-12-22,2024-01-03,12
INC00898,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Resolved,Low,1 Week,2023-12-14,2023-12-29,15
INC00899,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Pending,Critical,4 Hours,2024-01-04,2024-01-06,2
INC00900,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,Medium,3 Days,2023-12-13,2023-12-18,5
INC00901,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Pending,Low,1 Week,2024-01-01,2024-01-13,12
INC00902,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Pending,Low,1 Week,2024-01-01,2024-01-13,12
INC00903,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Escalated,High,24 Hours,2023-12-21,2023-12-24,3
INC00904,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,High,24 Hours,2024-01-02,2024-01-14,12
INC00905,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Pending,Low,1 Week,2024-01-02,2024-01-08,6
INC00906,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Closed,Low,1 Week,2024-01-07,2024-01-16,9
INC00907,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Pending,Medium,3 Days,2023-12-28,2024-01-02,5
INC00908,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Pending,Medium,3 Days,2023-12-12,2023-12-14,2
INC00909,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Pending,Low,1 Week,2024-01-02,2024-01-12,10
INC00910,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Resolved,Medium,3 Days,2023-12-30,2024-01-04,5
INC00911,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Closed,Critical,4 Hours,2024-01-06,2024-01-16,10
INC00912,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Resolved,Low,1 Week,2023-12-14,2023-12-16,2
INC00913,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,Medium,3 Days,2023-12-10,2023-12-19,9
INC00914,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Pending,High,24 Hours,2023-12-20,2023-12-31,11
INC00915,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Resolved,Critical,4 Hours,2024-01-06,2024-01-07,1
INC00916,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Resolved,Low,1 Week,2023-12-22,2024-01-04,13
INC00917,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,Medium,3 Days,2023-12-23,2024-01-03,11
INC00918,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,High,24 Hours,2023-12-10,2023-12-21,11
INC00919,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Medium,3 Days,2023-12-28,2024-01-05,8
INC00920,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Resolved,Critical,4 Hours,2023-12-25,2023-12-31,6
INC00921,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Pending,Medium,3 Days,2023-12-16,2023-12-20,4
INC00922,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,Low,1 Week,2023-12-29,2023-12-31,2
INC00923,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Resolved,Medium,3 Days,2024-01-01,2024-01-02,1
INC00924,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,Low,1 Week,2023-12-27,2024-01-11,15
INC00925,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Resolved,Low,1 Week,2023-12-24,2023-12-30,6
INC00926,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Closed,High,24 Hours,2024-01-05,2024-01-12,7
INC00927,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Closed,High,24 Hours,2023-12-17,2023-12-26,9
INC00928,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Resolved,Low,1 Week,2023-12-11,2023-12-14,3
INC00929,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Resolved,Low,1 Week,2023-12-23,2023-12-26,3
INC00930,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Pending,Low,1 Week,2024-01-01,2024-01-01,0
INC00931,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Closed,Critical,4 Hours,2023-12-28,2023-12-28,0
INC00932,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Resolved,Low,1 Week,2024-01-02,2024-01-09,7
INC00933,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2023-12-17,2024-01-01,15
INC00934,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Resolved,Low,1 Week,2023-12-31,2024-01-13,13
INC00935,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,Low,1 Week,2023-12-11,2023-12-22,11
INC00936,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Closed,Low,1 Week,2023-12-14,2023-12-23,9
INC00937,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,High,24 Hours,2023-12-17,2023-12-20,3
INC00938,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Closed,Critical,4 Hours,2023-12-11,2023-12-26,15
INC00939,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,Critical,4 Hours,2024-01-04,2024-01-10,6
INC00940,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Pending,Medium,3 Days,2023-12-17,2023-12-31,14
INC00941,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,Medium,3 Days,2023-12-14,2023-12-16,2
INC00942,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Pending,High,24 Hours,2023-12-20,2023-12-31,11
INC00943,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Closed,Low,1 Week,2023-12-21,2023-12-29,8
INC00944,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Medium,3 Days,2023-12-22,2023-12-25,3
INC00945,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Pending,Low,1 Week,2023-12-11,2023-12-17,6
INC00946,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Closed,Critical,4 Hours,2024-01-03,2024-01-08,5
INC00947,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Resolved,Critical,4 Hours,2023-12-13,2023-12-14,1
INC00948,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Pending,High,24 Hours,2024-01-01,2024-01-02,1
INC00949,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Escalated,Medium,3 Days,2023-12-31,2024-01-06,6
INC00950,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Pending,High,24 Hours,2024-01-07,2024-01-10,3
