Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC06897,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Closed,Critical,4 Hours,2024-01-04,2024-01-06,2
INC06898,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Reopened,Critical,4 Hours,2023-12-08,2023-12-11,3
INC06899,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team B,Closed,High,24 Hours,2023-11-25,2023-11-26,1
INC06900,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Closed,High,24 Hours,2023-11-12,2023-11-14,2
INC06901,Email client crashes on startup,Please update your email client to the latest version.,Team C,Pending,High,24 Hours,2023-12-21,2023-12-24,3
INC06902,Email client crashes on startup,Please update your email client to the latest version.,Team E,Escalated,High,24 Hours,2023-12-10,2023-12-11,1
INC06903,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team A,Resolved,High,24 Hours,2023-11-18,2023-11-21,3
INC06904,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Reopened,Critical,4 Hours,2023-12-26,2023-12-28,2
INC06905,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team D,Escalated,Low,1 Week,2024-01-08,2024-01-11,3
INC06906,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Closed,Medium,3 Days,2023-12-02,2023-12-09,7
INC06907,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Reopened,Critical,4 Hours,2024-01-02,2024-01-03,1
INC06908,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Escalated,Low,1 Week,2023-12-21,2024-01-04,14
INC06909,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Pending,Low,1 Week,2023-12-07,2023-12-09,2
INC06910,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Resolved,High,24 Hours,2023-12-28,2023-12-30,2
INC06911,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Reopened,Critical,4 Hours,2023-11-14,2023-11-17,3
INC06912,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Escalated,High,24 Hours,2023-12-30,2024-01-01,2
INC06913,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Pending,Low,1 Week,2024-01-07,2024-01-21,14
INC06914,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Escalated,Critical,4 Hours,2023-12-03,2023-12-04,1
INC06915,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team B,Resolved,Medium,3 Days,2023-11-19,2023-11-22,3
INC06916,Email client crashes on startup,Please update your email client to the latest version.,Team A,Closed,High,24 Hours,2023-12-06,2023-12-08,2
INC06917,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team A,Pending,Medium,3 Days,2023-11-19,2023-11-26,7
INC06918,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Closed,Critical,4 Hours,2023-12-22,2023-12-24,2
INC06919,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Escalated,High,24 Hours,2023-12-18,2023-12-21,3
INC06920,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Resolved,Low,1 Week,2023-11-20,2023-11-22,2
INC06921,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Resolved,High,24 Hours,2023-12-09,2023-12-11,2
INC06922,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Escalated,Medium,3 Days,2023-12-01,2023-12-08,7
INC06923,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team D,Resolved,Low,1 Week,2023-11-26,2023-12-03,7
INC06924,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Reopened,Critical,4 Hours,2023-12-07,2023-12-09,2
INC06925,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Reopened,Critical,4 Hours,2024-01-07,2024-01-10,3
INC06926,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team F,Reopened,High,24 Hours,2023-11-27,2023-11-28,1
INC06927,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Pending,Medium,3 Days,2023-12-12,2023-12-15,3
INC06928,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team B,Reopened,High,24 Hours,2023-11-17,2023-11-18,1
INC06929,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Pending,Critical,4 Hours,2023-11-27,2023-11-30,3
INC06930,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Pending,Low,1 Week,2023-11-24,2023-11-27,3
INC06931,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Escalated,Medium,3 Days,2023-12-11,2023-12-15,4
INC06932,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Closed,High,24 Hours,2023-11-23,2023-11-24,1
INC06933,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team D,Pending,Medium,3 Days,2023-11-28,2023-12-05,7
INC06934,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team A,Reopened,High,24 Hours,2023-11-16,2023-11-18,2
INC06935,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Pending,Medium,3 Days,2023-12-27,2023-12-30,3
INC06936,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team F,Reopened,High,24 Hours,2023-11-11,2023-11-12,1
INC06937,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Resolved,Critical,4 Hours,2023-12-14,2023-12-17,3
INC06938,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Resolved,High,24 Hours,2023-11-20,2023-11-22,2
INC06939,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Reopened,Critical,4 Hours,2023-12-07,2023-12-08,1
INC06940,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team C,Reopened,Medium,3 Days,2023-11-13,2023-11-20,7
INC06941,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Escalated,Medium,3 Days,2023-12-14,2023-12-17,3
INC06942,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Reopened,Low,1 Week,2023-12-08,2023-12-11,3
INC06943,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Resolved,Medium,3 Days,2023-11-16,2023-11-23,7
INC06944,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Reopened,High,24 Hours,2023-12-01,2023-12-02,1
INC06945,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Closed,High,24 Hours,2023-12-24,2023-12-27,3
INC06946,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Closed,High,24 Hours,2023-11-16,2023-11-18,2
INC06947,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Closed,Critical,4 Hours,2023-12-19,2023-12-22,3
INC06948,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Closed,Critical,4 Hours,2023-12-19,2023-12-20,1
INC06949,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Reopened,Critical,4 Hours,2024-01-03,2024-01-06,3
INC06950,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Reopened,Medium,3 Days,2023-12-07,2023-12-12,5
INC06951,Email client crashes on startup,Please update your email client to the latest version.,Team E,Closed,High,24 Hours,2023-11-29,2023-11-30,1
INC06952,Email client crashes on startup,Please update your email client to the latest version.,Team B,Closed,High,24 Hours,2023-12-30,2023-12-31,1
INC06953,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Reopened,High,24 Hours,2023-12-25,2023-12-28,3
INC06954,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Reopened,High,24 Hours,2023-11-13,2023-11-15,2
INC06955,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team B,Escalated,Medium,3 Days,2023-12-23,2023-12-28,5
INC06956,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Pending,Critical,4 Hours,2023-11-10,2023-11-11,1
INC06957,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Escalated,Medium,3 Days,2023-11-21,2023-11-26,5
INC06958,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Pending,Low,1 Week,2023-12-16,2023-12-17,1
INC06959,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Escalated,Medium,3 Days,2023-11-25,2023-12-02,7
INC06960,Email client crashes on startup,Please update your email client to the latest version.,Team D,Pending,High,24 Hours,2023-12-10,2023-12-11,1
INC06961,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Resolved,Medium,3 Days,2023-12-16,2023-12-23,7
INC06962,Email client crashes on startup,Please update your email client to the latest version.,Team B,Closed,High,24 Hours,2023-12-18,2023-12-21,3
INC06963,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team C,Reopened,Medium,3 Days,2023-12-15,2023-12-19,4
INC06964,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Resolved,High,24 Hours,2023-12-19,2023-12-21,2
INC06965,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Closed,Medium,3 Days,2023-12-21,2023-12-28,7
INC06966,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Resolved,Critical,4 Hours,2023-12-21,2023-12-22,1
INC06967,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Pending,Low,1 Week,2023-11-19,2023-11-20,1
INC06968,Email client crashes on startup,Please update your email client to the latest version.,Team C,Reopened,High,24 Hours,2023-11-30,2023-12-02,2
INC06969,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Escalated,Critical,4 Hours,2023-11-28,2023-12-01,3
INC06970,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Closed,Critical,4 Hours,2023-12-18,2023-12-20,2
INC06971,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Resolved,Critical,4 Hours,2023-12-29,2024-01-01,3
INC06972,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team E,Resolved,Medium,3 Days,2023-12-05,2023-12-08,3
INC06973,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Reopened,Critical,4 Hours,2023-12-08,2023-12-11,3
INC06974,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Escalated,Medium,3 Days,2024-01-05,2024-01-08,3
INC06975,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Escalated,Critical,4 Hours,2023-12-25,2023-12-26,1
INC06976,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team D,Resolved,Low,1 Week,2023-12-25,2024-01-08,14
INC06977,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Escalated,Low,1 Week,2024-01-03,2024-01-17,14
INC06978,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Resolved,Low,1 Week,2024-01-04,2024-01-11,7
INC06979,Email client crashes on startup,Please update your email client to the latest version.,Team F,Escalated,High,24 Hours,2023-11-27,2023-11-29,2
INC06980,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team B,Resolved,High,24 Hours,2023-12-19,2023-12-22,3
INC06981,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Resolved,Critical,4 Hours,2023-11-30,2023-12-03,3
INC06982,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Escalated,Low,1 Week,2023-11-13,2023-11-20,7
INC06983,Email client crashes on startup,Please update your email client to the latest version.,Team C,Pending,High,24 Hours,2023-12-27,2023-12-30,3
INC06984,Email client crashes on startup,Please update your email client to the latest version.,Team C,Resolved,High,24 Hours,2023-12-01,2023-12-02,1
INC06985,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Escalated,Medium,3 Days,2023-12-05,2023-12-08,3
INC06986,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Resolved,High,24 Hours,2023-11-29,2023-12-02,3
INC06987,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team F,Reopened,High,24 Hours,2023-11-15,2023-11-18,3
INC06988,Email client crashes on startup,Please update your email client to the latest version.,Team A,Pending,High,24 Hours,2023-11-28,2023-11-30,2
INC06989,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Closed,Critical,4 Hours,2023-12-26,2023-12-28,2
INC06990,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Reopened,Low,1 Week,2023-12-15,2023-12-18,3
INC06991,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team D,Pending,Low,1 Week,2023-11-20,2023-11-23,3
INC06992,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Pending,High,24 Hours,2023-12-15,2023-12-18,3
INC06993,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Pending,High,24 Hours,2023-12-29,2024-01-01,3
INC06994,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team A,Reopened,High,24 Hours,2023-11-27,2023-11-28,1
INC06995,Email client crashes on startup,Please update your email client to the latest version.,Team C,Pending,High,24 Hours,2023-12-29,2023-12-30,1
INC06996,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Closed,Critical,4 Hours,2023-12-29,2023-12-31,2
INC06997,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Escalated,High,24 Hours,2023-12-01,2023-12-02,1
INC06998,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Reopened,High,24 Hours,2023-12-02,2023-12-05,3
INC06999,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Resolved,Critical,4 Hours,2023-11-16,2023-11-18,2
INC07000,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Escalated,Critical,4 Hours,2023-11-11,2023-11-13,2
INC07001,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team D,Pending,High,24 Hours,2023-11-25,2023-11-26,1
INC07002,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Resolved,High,24 Hours,2023-12-06,2023-12-09,3
INC07003,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Reopened,High,24 Hours,2023-12-03,2023-12-06,3
INC07004,Email client crashes on startup,Please update your email client to the latest version.,Team A,Escalated,High,24 Hours,2023-12-29,2023-12-31,2
INC07005,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Resolved,Critical,4 Hours,2023-12-06,2023-12-08,2
INC07006,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team A,Pending,High,24 Hours,2023-12-27,2023-12-29,2
INC07007,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team D,Reopened,Medium,3 Days,2023-12-29,2024-01-02,4
INC07008,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Resolved,High,24 Hours,2023-11-12,2023-11-14,2
INC07009,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Reopened,High,24 Hours,2023-12-03,2023-12-05,2
INC07010,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team B,Pending,Medium,3 Days,2023-12-26,2023-12-30,4
INC07011,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team D,Resolved,Medium,3 Days,2023-12-30,2024-01-06,7
INC07012,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Closed,Critical,4 Hours,2023-11-14,2023-11-17,3
INC07013,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Escalated,Low,1 Week,2023-11-16,2023-11-19,3
INC07014,Email client crashes on startup,Please update your email client to the latest version.,Team F,Pending,High,24 Hours,2023-11-26,2023-11-27,1
INC07015,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Pending,Critical,4 Hours,2023-11-10,2023-11-11,1
INC07016,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team D,Reopened,Low,1 Week,2024-01-02,2024-01-04,2
INC07017,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Reopened,Critical,4 Hours,2023-11-26,2023-11-28,2
INC07018,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Resolved,Low,1 Week,2023-12-31,2024-01-14,14
INC07019,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Reopened,High,24 Hours,2023-11-29,2023-12-02,3
INC07020,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Closed,High,24 Hours,2023-11-28,2023-11-29,1
INC07021,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Closed,Medium,3 Days,2023-12-09,2023-12-12,3
INC07022,Email client crashes on startup,Please update your email client to the latest version.,Team F,Closed,High,24 Hours,2024-01-07,2024-01-10,3
INC07023,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Escalated,Low,1 Week,2023-12-08,2023-12-15,7
INC07024,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Resolved,Medium,3 Days,2023-12-20,2023-12-25,5
INC07025,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Reopened,High,24 Hours,2023-11-30,2023-12-02,2
INC07026,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Reopened,Critical,4 Hours,2023-12-07,2023-12-10,3
INC07027,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Reopened,Low,1 Week,2023-11-25,2023-12-09,14
INC07028,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Resolved,Critical,4 Hours,2023-12-21,2023-12-24,3
INC07029,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team C,Escalated,Medium,3 Days,2023-12-04,2023-12-11,7
INC07030,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Escalated,Critical,4 Hours,2023-12-21,2023-12-22,1
INC07031,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Closed,Low,1 Week,2023-12-23,2023-12-24,1
INC07032,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Pending,Medium,3 Days,2023-12-10,2023-12-14,4
INC07033,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Resolved,Critical,4 Hours,2023-12-30,2024-01-02,3
INC07034,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Escalated,High,24 Hours,2023-11-15,2023-11-16,1
INC07035,Email client crashes on startup,Please update your email client to the latest version.,Team F,Pending,High,24 Hours,2023-12-29,2023-12-31,2
INC07036,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Pending,Medium,3 Days,2023-11-28,2023-12-02,4
INC07037,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Resolved,Medium,3 Days,2023-12-17,2023-12-21,4
INC07038,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Closed,Critical,4 Hours,2024-01-06,2024-01-09,3
INC07039,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Escalated,Critical,4 Hours,2023-11-24,2023-11-26,2
INC07040,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Reopened,Low,1 Week,2023-11-13,2023-11-16,3
INC07041,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team F,Escalated,High,24 Hours,2023-11-13,2023-11-15,2
INC07042,Email client crashes on startup,Please update your email client to the latest version.,Team D,Closed,High,24 Hours,2023-11-21,2023-11-23,2
INC07043,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Pending,High,24 Hours,2023-12-01,2023-12-02,1
INC07044,Email client crashes on startup,Please update your email client to the latest version.,Team F,Closed,High,24 Hours,2024-01-01,2024-01-04,3
INC07045,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team B,Reopened,Critical,4 Hours,2023-12-22,2023-12-24,2
INC07046,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Escalated,High,24 Hours,2023-11-28,2023-11-29,1
INC07047,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team B,Resolved,Medium,3 Days,2023-12-11,2023-12-14,3
INC07048,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Pending,Medium,3 Days,2023-11-24,2023-11-27,3
INC07049,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Resolved,Critical,4 Hours,2024-01-05,2024-01-06,1
INC07050,Email client crashes on startup,Please update your email client to the latest version.,Team E,Pending,High,24 Hours,2023-11-15,2023-11-16,1
INC07051,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Reopened,Critical,4 Hours,2023-12-30,2024-01-02,3
INC07052,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Closed,Critical,4 Hours,2023-11-12,2023-11-13,1
INC07053,Email client crashes on startup,Please update your email client to the latest version.,Team A,Resolved,High,24 Hours,2023-11-16,2023-11-18,2
INC07054,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team C,Escalated,Medium,3 Days,2023-12-05,2023-12-12,7
INC07055,Email client crashes on startup,Please update your email client to the latest version.,Team C,Reopened,High,24 Hours,2023-11-16,2023-11-17,1
INC07056,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Reopened,Critical,4 Hours,2023-12-14,2023-12-16,2
INC07057,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Reopened,Critical,4 Hours,2023-12-19,2023-12-20,1
INC07058,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Closed,Low,1 Week,2023-11-30,2023-12-02,2
INC07059,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Reopened,High,24 Hours,2023-12-04,2023-12-05,1
INC07060,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Escalated,Critical,4 Hours,2023-11-20,2023-11-22,2
INC07061,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Pending,Critical,4 Hours,2023-11-30,2023-12-02,2
INC07062,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Closed,High,24 Hours,2023-11-12,2023-11-13,1
INC07063,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Resolved,Critical,4 Hours,2023-12-17,2023-12-18,1
INC07064,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Closed,Critical,4 Hours,2023-12-11,2023-12-14,3
INC07065,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Resolved,Medium,3 Days,2023-12-01,2023-12-04,3
INC07066,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Resolved,Critical,4 Hours,2023-12-21,2023-12-22,1
INC07067,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Reopened,Medium,3 Days,2023-12-21,2023-12-26,5
INC07068,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Reopened,Low,1 Week,2023-12-14,2023-12-16,2
INC07069,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team E,Reopened,Medium,3 Days,2024-01-03,2024-01-08,5
INC07070,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team C,Escalated,Medium,3 Days,2023-12-01,2023-12-04,3
INC07071,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Reopened,Critical,4 Hours,2023-12-08,2023-12-09,1
INC07072,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Resolved,Critical,4 Hours,2023-11-11,2023-11-12,1
INC07073,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team B,Pending,Critical,4 Hours,2024-01-01,2024-01-03,2
INC07074,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Closed,Medium,3 Days,2023-11-26,2023-11-29,3
INC07075,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Escalated,Critical,4 Hours,2024-01-07,2024-01-08,1
INC07076,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Resolved,Critical,4 Hours,2023-11-21,2023-11-23,2
INC07077,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Escalated,Critical,4 Hours,2023-12-02,2023-12-04,2
INC07078,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team F,Reopened,High,24 Hours,2023-11-30,2023-12-01,1
INC07079,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Resolved,Critical,4 Hours,2023-12-29,2023-12-30,1
INC07080,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Closed,Critical,4 Hours,2023-11-18,2023-11-21,3
INC07081,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Closed,Medium,3 Days,2023-12-03,2023-12-06,3
INC07082,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Reopened,Critical,4 Hours,2023-12-21,2023-12-22,1
INC07083,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Resolved,Critical,4 Hours,2023-12-26,2023-12-28,2
INC07084,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Closed,Medium,3 Days,2023-12-12,2023-12-15,3
INC07085,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Resolved,High,24 Hours,2023-12-31,2024-01-01,1
INC07086,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Resolved,High,24 Hours,2023-12-23,2023-12-26,3
INC07087,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Resolved,Critical,4 Hours,2023-11-14,2023-11-16,2
INC07088,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team E,Closed,Medium,3 Days,2023-11-10,2023-11-14,4
INC07089,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team B,Closed,High,24 Hours,2023-11-22,2023-11-24,2
INC07090,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Escalated,Critical,4 Hours,2023-12-09,2023-12-11,2
INC07091,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team A,Escalated,Medium,3 Days,2023-11-12,2023-11-19,7
INC07092,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Pending,Medium,3 Days,2023-11-10,2023-11-15,5
INC07093,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Escalated,High,24 Hours,2023-12-20,2023-12-23,3
INC07094,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Resolved,Critical,4 Hours,2023-12-22,2023-12-25,3
INC07095,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Closed,High,24 Hours,2024-01-04,2024-01-05,1
INC07096,Email client crashes on startup,Please update your email client to the latest version.,Team F,Resolved,High,24 Hours,2023-12-31,2024-01-02,2
INC07097,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Pending,Critical,4 Hours,2023-11-13,2023-11-15,2
INC07098,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Resolved,Medium,3 Days,2023-12-02,2023-12-07,5
INC07099,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Resolved,Critical,4 Hours,2023-12-27,2023-12-29,2
INC07100,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team F,Reopened,High,24 Hours,2023-12-03,2023-12-04,1
INC07101,Email client crashes on startup,Please update your email client to the latest version.,Team C,Escalated,High,24 Hours,2023-12-07,2023-12-08,1
INC07102,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Escalated,High,24 Hours,2023-12-26,2023-12-28,2
INC07103,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Reopened,High,24 Hours,2023-11-26,2023-11-27,1
INC07104,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Escalated,High,24 Hours,2024-01-01,2024-01-02,1
INC07105,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Resolved,Critical,4 Hours,2023-12-17,2023-12-19,2
